All Method Calls (6722)

<java.util.Collection; size[]; int; org.apache.commons.collections.BoundedFifoBuffer; BoundedFifoBuffer[java.util.Collection]; void; null; coll>
<java.util.Map$Entry; getKey[]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.KeyIterator; next[]; java.lang.Object; null; nextEntry()>
<org.apache.commons.collections.StaticBucketMap$EntryIterator; nextEntry[]; java.util.Map.Entry; org.apache.commons.collections.StaticBucketMap.KeyIterator; next[]; java.lang.Object; getKey[]; this>
<org.apache.commons.collections.StaticBucketMap; size[]; int; org.apache.commons.collections.StaticBucketMap.EntrySet; size[]; int; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; clear[]; void; org.apache.commons.collections.StaticBucketMap.EntrySet; clear[]; void; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; getHash[java.lang.Object]; int; org.apache.commons.collections.StaticBucketMap.EntrySet; contains[java.lang.Object]; boolean; null; this>
<java.util.Map$Entry; getKey[]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.EntrySet; contains[java.lang.Object]; boolean; null; entry>
<org.apache.commons.collections.StaticBucketMap$Node; equals[java.lang.Object]; boolean; org.apache.commons.collections.StaticBucketMap.EntrySet; contains[java.lang.Object]; boolean; null; n>
<org.apache.commons.collections.StaticBucketMap; getHash[java.lang.Object]; int; org.apache.commons.collections.StaticBucketMap.EntrySet; remove[java.lang.Object]; boolean; null; this>
<java.util.Map$Entry; getKey[]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.EntrySet; remove[java.lang.Object]; boolean; null; entry>
<org.apache.commons.collections.StaticBucketMap$Node; equals[java.lang.Object]; boolean; org.apache.commons.collections.StaticBucketMap.EntrySet; remove[java.lang.Object]; boolean; null; n>
<org.apache.commons.collections.StaticBucketMap; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.EntrySet; remove[java.lang.Object]; boolean; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap$Node; getKey[]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.EntrySet; remove[java.lang.Object]; boolean; null; n>
<org.apache.commons.collections.StaticBucketMap; size[]; int; org.apache.commons.collections.StaticBucketMap.KeySet; size[]; int; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; clear[]; void; org.apache.commons.collections.StaticBucketMap.KeySet; clear[]; void; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; containsKey[java.lang.Object]; boolean; org.apache.commons.collections.StaticBucketMap.KeySet; contains[java.lang.Object]; boolean; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; getHash[java.lang.Object]; int; org.apache.commons.collections.StaticBucketMap.KeySet; remove[java.lang.Object]; boolean; null; this>
<org.apache.commons.collections.StaticBucketMap$Node; getKey[]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.KeySet; remove[java.lang.Object]; boolean; null; n>
<java.lang.Object; equals[java.lang.Object]; boolean; org.apache.commons.collections.StaticBucketMap.KeySet; remove[java.lang.Object]; boolean; null; k>
<org.apache.commons.collections.StaticBucketMap; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.StaticBucketMap.KeySet; remove[java.lang.Object]; boolean; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; size[]; int; org.apache.commons.collections.StaticBucketMap.Values; size[]; int; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; clear[]; void; org.apache.commons.collections.StaticBucketMap.Values; clear[]; void; null; StaticBucketMap.this>
<org.apache.commons.collections.StaticBucketMap; atomic[java.lang.Runnable, int]; void; org.apache.commons.collections.StaticBucketMap; atomic[java.lang.Runnable]; void; null; this>
<java.lang.Runnable; run[]; void; org.apache.commons.collections.StaticBucketMap; atomic[java.lang.Runnable, int]; void; null; r>
<org.apache.commons.collections.StaticBucketMap; atomic[java.lang.Runnable, int]; void; org.apache.commons.collections.StaticBucketMap; atomic[java.lang.Runnable, int]; void; null; this>
<org.apache.commons.collections.DefaultMapBag; setMap[java.util.Map]; void; org.apache.commons.collections.DefaultMapBag; DefaultMapBag[java.util.Map]; void; null; this>
<org.apache.commons.collections.DefaultMapBag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.DefaultMapBag; add[java.lang.Object]; boolean; null; this>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; add[java.lang.Object, int]; boolean; null; this>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; add[java.lang.Object, int]; boolean; null; _map>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; addAll[java.util.Collection]; boolean; null; coll>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; addAll[java.util.Collection]; boolean; null; i>
<org.apache.commons.collections.DefaultMapBag; add[java.lang.Object]; boolean; org.apache.commons.collections.DefaultMapBag; addAll[java.util.Collection]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; addAll[java.util.Collection]; boolean; null; i>
<java.util.Map; clear[]; void; org.apache.commons.collections.DefaultMapBag; clear[]; void; null; _map>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.apache.commons.collections.DefaultMapBag; contains[java.lang.Object]; boolean; null; _map>
<org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; org.apache.commons.collections.DefaultMapBag; containsAll[java.util.Collection]; boolean; null; this>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; other.uniqueSet()>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; iterator[]; other>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; i>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; containsAll[org.apache.commons.collections.Bag]; boolean; null; other>
<org.apache.commons.collections.Bag; size[]; int; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; other>
<org.apache.commons.collections.DefaultMapBag; size[]; int; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; this>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; _map.keySet()>
<java.util.Map; keySet[]; java.util.Set; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; iterator[]; _map>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; it>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; it>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; other>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; equals[java.lang.Object]; boolean; null; this>
<java.util.Map; hashCode[]; int; org.apache.commons.collections.DefaultMapBag; hashCode[]; int; null; _map>
<java.util.Map; isEmpty[]; boolean; org.apache.commons.collections.DefaultMapBag; isEmpty[]; boolean; null; _map>
<java.util.List; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; iterator[]; java.util.Iterator; null; extractList()>
<org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; org.apache.commons.collections.DefaultMapBag; iterator[]; java.util.Iterator; iterator[]; this>
<org.apache.commons.collections.DefaultMapBag; modCount[]; int; org.apache.commons.collections.DefaultMapBag.BagIterator; BagIterator[org.apache.commons.collections.DefaultMapBag, java.util.Iterator]; void; null; parent>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag.BagIterator; hasNext[]; boolean; null; _support>
<org.apache.commons.collections.DefaultMapBag; modCount[]; int; org.apache.commons.collections.DefaultMapBag.BagIterator; next[]; java.lang.Object; null; _parent>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag.BagIterator; next[]; java.lang.Object; null; _support>
<org.apache.commons.collections.DefaultMapBag; modCount[]; int; org.apache.commons.collections.DefaultMapBag.BagIterator; remove[]; void; null; _parent>
<java.util.Iterator; remove[]; void; org.apache.commons.collections.DefaultMapBag.BagIterator; remove[]; void; null; _support>
<org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.DefaultMapBag.BagIterator; remove[]; void; null; _parent>
<org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object]; boolean; null; this>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object]; boolean; null; this>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object, int]; boolean; null; this>
<java.util.Map; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object, int]; boolean; null; _map>
<java.util.Map; remove[java.lang.Object]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object, int]; boolean; null; _map>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; removeAll[java.util.Collection]; boolean; null; coll>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; removeAll[java.util.Collection]; boolean; null; i>
<org.apache.commons.collections.DefaultMapBag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.DefaultMapBag; removeAll[java.util.Collection]; boolean; null; this>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; removeAll[java.util.Collection]; boolean; null; i>
<org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; org.apache.commons.collections.DefaultMapBag; retainAll[java.util.Collection]; boolean; null; this>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; uniqueSet()>
<org.apache.commons.collections.DefaultMapBag; uniqueSet[]; java.util.Set; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; i>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; other>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; excess>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; excess>
<java.util.Collection; isEmpty[]; boolean; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; excess>
<org.apache.commons.collections.DefaultMapBag; removeAll[java.util.Collection]; boolean; org.apache.commons.collections.DefaultMapBag; retainAll[org.apache.commons.collections.Bag]; boolean; null; this>
<java.util.List; toArray[]; java.lang.Object[]; org.apache.commons.collections.DefaultMapBag; toArray[]; java.lang.Object[]; null; extractList()>
<org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; org.apache.commons.collections.DefaultMapBag; toArray[]; java.lang.Object[]; toArray[]; this>
<java.util.List; toArray[java.lang.Object[]]; java.lang.Object[]; org.apache.commons.collections.DefaultMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; null; extractList()>
<org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; org.apache.commons.collections.DefaultMapBag; toArray[java.lang.Object[]]; java.lang.Object[]; toArray[java.lang.Object[]]; this>
<org.apache.commons.collections.MapUtils; getInteger[java.util.Map, java.lang.Object]; java.lang.Integer; org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; null; MapUtils>
<java.lang.Integer; intValue[]; int; org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; null; count>
<org.apache.commons.collections.set.UnmodifiableSet; decorate[java.util.Set]; java.util.Set; org.apache.commons.collections.DefaultMapBag; uniqueSet[]; java.util.Set; null; UnmodifiableSet>
<java.util.Map; keySet[]; java.util.Set; org.apache.commons.collections.DefaultMapBag; uniqueSet[]; java.util.Set; null; _map>
<java.util.List; size[]; int; org.apache.commons.collections.DefaultMapBag; calcTotalSize[]; int; null; extractList()>
<org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; org.apache.commons.collections.DefaultMapBag; calcTotalSize[]; int; size[]; this>
<java.util.Map; isEmpty[]; boolean; org.apache.commons.collections.DefaultMapBag; setMap[java.util.Map]; void; null; map>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; null; uniqueSet()>
<org.apache.commons.collections.DefaultMapBag; uniqueSet[]; java.util.Set; org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; null; i>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; null; this>
<java.util.List; add[java.lang.Object]; boolean; org.apache.commons.collections.DefaultMapBag; extractList[]; java.util.List; null; result>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<java.util.Set; iterator[]; java.util.Iterator; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; uniqueSet()>
<org.apache.commons.collections.DefaultMapBag; uniqueSet[]; java.util.Set; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; i>
<java.util.Iterator; next[]; java.lang.Object; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; i>
<org.apache.commons.collections.DefaultMapBag; getCount[java.lang.Object]; int; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; this>
<java.lang.StringBuffer; append[int]; java.lang.StringBuffer; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<java.lang.StringBuffer; append[java.lang.Object]; java.lang.StringBuffer; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<java.util.Iterator; hasNext[]; boolean; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; i>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<java.lang.StringBuffer; toString[]; java.lang.String; org.apache.commons.collections.DefaultMapBag; toString[]; java.lang.String; null; buf>
<org.apache.commons.collections.SortedBag; first[]; java.lang.Object; org.apache.commons.collections.bag.SynchronizedSortedBag; first[]; java.lang.Object; null; getSortedBag()>
<org.apache.commons.collections.bag.SynchronizedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.SynchronizedSortedBag; first[]; java.lang.Object; first[]; this>
<org.apache.commons.collections.SortedBag; last[]; java.lang.Object; org.apache.commons.collections.bag.SynchronizedSortedBag; last[]; java.lang.Object; null; getSortedBag()>
<org.apache.commons.collections.bag.SynchronizedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.SynchronizedSortedBag; last[]; java.lang.Object; last[]; this>
<org.apache.commons.collections.SortedBag; comparator[]; java.util.Comparator; org.apache.commons.collections.bag.SynchronizedSortedBag; comparator[]; java.util.Comparator; null; getSortedBag()>
<org.apache.commons.collections.bag.SynchronizedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.SynchronizedSortedBag; comparator[]; java.util.Comparator; comparator[]; this>
<org.apache.commons.collections.collection.AbstractCollectionDecorator; getCollection[]; java.util.Collection; org.apache.commons.collections.bag.PredicatedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; null; this>
<org.apache.commons.collections.SortedBag; first[]; java.lang.Object; org.apache.commons.collections.bag.PredicatedSortedBag; first[]; java.lang.Object; null; getSortedBag()>
<org.apache.commons.collections.bag.PredicatedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.PredicatedSortedBag; first[]; java.lang.Object; first[]; this>
<org.apache.commons.collections.SortedBag; last[]; java.lang.Object; org.apache.commons.collections.bag.PredicatedSortedBag; last[]; java.lang.Object; null; getSortedBag()>
<org.apache.commons.collections.bag.PredicatedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.PredicatedSortedBag; last[]; java.lang.Object; last[]; this>
<org.apache.commons.collections.SortedBag; comparator[]; java.util.Comparator; org.apache.commons.collections.bag.PredicatedSortedBag; comparator[]; java.util.Comparator; null; getSortedBag()>
<org.apache.commons.collections.bag.PredicatedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.PredicatedSortedBag; comparator[]; java.util.Comparator; comparator[]; this>
<org.apache.commons.collections.collection.AbstractCollectionDecorator; getCollection[]; java.util.Collection; org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; null; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.AbstractBagDecorator; getCount[java.lang.Object]; int; null; getBag()>
<org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.AbstractBagDecorator; getCount[java.lang.Object]; int; getCount[java.lang.Object]; this>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.AbstractBagDecorator; add[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.AbstractBagDecorator; add[java.lang.Object, int]; boolean; add[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.AbstractBagDecorator; remove[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.AbstractBagDecorator; remove[java.lang.Object, int]; boolean; remove[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.AbstractBagDecorator; uniqueSet[]; java.util.Set; null; getBag()>
<org.apache.commons.collections.bag.AbstractBagDecorator; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.AbstractBagDecorator; uniqueSet[]; java.util.Set; uniqueSet[]; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.TransformedBag; getCount[java.lang.Object]; int; null; getBag()>
<org.apache.commons.collections.bag.TransformedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.TransformedBag; getCount[java.lang.Object]; int; getCount[java.lang.Object]; this>
<org.apache.commons.collections.Bag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.TransformedBag; remove[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.TransformedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.TransformedBag; remove[java.lang.Object, int]; boolean; remove[java.lang.Object, int]; this>
<org.apache.commons.collections.collection.TransformedCollection; transform[java.lang.Object]; java.lang.Object; org.apache.commons.collections.bag.TransformedBag; add[java.lang.Object, int]; boolean; null; this>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.TransformedBag; add[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.TransformedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.TransformedBag; add[java.lang.Object, int]; boolean; add[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.TransformedBag; uniqueSet[]; java.util.Set; null; getBag()>
<org.apache.commons.collections.bag.TransformedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.TransformedBag; uniqueSet[]; java.util.Set; uniqueSet[]; this>
<org.apache.commons.collections.set.TransformedSet; decorate[java.util.Set, org.apache.commons.collections.Transformer]; java.util.Set; org.apache.commons.collections.bag.TransformedBag; uniqueSet[]; java.util.Set; null; TransformedSet>
<org.apache.commons.collections.functors.InstanceofPredicate; getInstance[java.lang.Class]; org.apache.commons.collections.Predicate; org.apache.commons.collections.bag.TypedBag; decorate[org.apache.commons.collections.Bag, java.lang.Class]; org.apache.commons.collections.Bag; null; InstanceofPredicate>
<org.apache.commons.collections.Bag; add[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.SynchronizedBag; add[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.SynchronizedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.SynchronizedBag; add[java.lang.Object, int]; boolean; add[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; remove[java.lang.Object, int]; boolean; org.apache.commons.collections.bag.SynchronizedBag; remove[java.lang.Object, int]; boolean; null; getBag()>
<org.apache.commons.collections.bag.SynchronizedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.SynchronizedBag; remove[java.lang.Object, int]; boolean; remove[java.lang.Object, int]; this>
<org.apache.commons.collections.Bag; uniqueSet[]; java.util.Set; org.apache.commons.collections.bag.SynchronizedBag; uniqueSet[]; java.util.Set; null; getBag()>
<org.apache.commons.collections.bag.SynchronizedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.SynchronizedBag; uniqueSet[]; java.util.Set; uniqueSet[]; this>
<org.apache.commons.collections.Bag; getCount[java.lang.Object]; int; org.apache.commons.collections.bag.SynchronizedBag; getCount[java.lang.Object]; int; null; getBag()>
<org.apache.commons.collections.bag.SynchronizedBag; getBag[]; org.apache.commons.collections.Bag; org.apache.commons.collections.bag.SynchronizedBag; getCount[java.lang.Object]; int; getCount[java.lang.Object]; this>
<org.apache.commons.collections.bag.AbstractMapBag; addAll[java.util.Collection]; boolean; org.apache.commons.collections.bag.TreeBag; TreeBag[java.util.Collection]; void; null; this>
<java.util.SortedMap; firstKey[]; java.lang.Object; org.apache.commons.collections.bag.TreeBag; first[]; java.lang.Object; null; ((SortedMap)getMap())>
<org.apache.commons.collections.bag.AbstractMapBag; getMap[]; java.util.Map; org.apache.commons.collections.bag.TreeBag; first[]; java.lang.Object; firstKey[]; this>
<java.util.SortedMap; lastKey[]; java.lang.Object; org.apache.commons.collections.bag.TreeBag; last[]; java.lang.Object; null; ((SortedMap)getMap())>
<org.apache.commons.collections.bag.AbstractMapBag; getMap[]; java.util.Map; org.apache.commons.collections.bag.TreeBag; last[]; java.lang.Object; lastKey[]; this>
<java.util.SortedMap; comparator[]; java.util.Comparator; org.apache.commons.collections.bag.TreeBag; comparator[]; java.util.Comparator; null; ((SortedMap)getMap())>
<org.apache.commons.collections.bag.AbstractMapBag; getMap[]; java.util.Map; org.apache.commons.collections.bag.TreeBag; comparator[]; java.util.Comparator; comparator[]; this>
<java.io.ObjectOutputStream; defaultWriteObject[]; void; org.apache.commons.collections.bag.TreeBag; writeObject[java.io.ObjectOutputStream]; void; null; out>
<java.io.ObjectOutputStream; writeObject[java.lang.Object]; void; org.apache.commons.collections.bag.TreeBag; writeObject[java.io.ObjectOutputStream]; void; null; out>
<org.apache.commons.collections.bag.TreeBag; comparator[]; java.util.Comparator; org.apache.commons.collections.bag.TreeBag; writeObject[java.io.ObjectOutputStream]; void; null; this>
<java.io.ObjectInputStream; defaultReadObject[]; void; org.apache.commons.collections.bag.TreeBag; readObject[java.io.ObjectInputStream]; void; null; in>
<java.io.ObjectInputStream; readObject[]; java.lang.Object; org.apache.commons.collections.bag.TreeBag; readObject[java.io.ObjectInputStream]; void; null; in>
<org.apache.commons.collections.SortedBag; first[]; java.lang.Object; org.apache.commons.collections.bag.TransformedSortedBag; first[]; java.lang.Object; null; getSortedBag()>
<org.apache.commons.collections.bag.TransformedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.TransformedSortedBag; first[]; java.lang.Object; first[]; this>
<org.apache.commons.collections.SortedBag; last[]; java.lang.Object; org.apache.commons.collections.bag.TransformedSortedBag; last[]; java.lang.Object; null; getSortedBag()>
<org.apache.commons.collections.bag.TransformedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.TransformedSortedBag; last[]; java.lang.Object; last[]; this>
<org.apache.commons.collections.SortedBag; comparator[]; java.util.Comparator; org.apache.commons.collections.bag.TransformedSortedBag; comparator[]; java.util.Comparator; null; getSortedBag()>
<org.apache.commons.collections.bag.TransformedSortedBag; getSortedBag[]; org.apache.commons.collections.SortedBag; org.apache.commons.collections.bag.TransformedSortedBag; comparator[]; java.util.Comparator; comparator[]; this>
<java.io.ObjectOutputStream; defaultWriteObject[]; void; org.apache.commons.collections.bag.UnmodifiableBag; writeObject[java.io.ObjectOutputStream]; void; null; out>
<java.io.ObjectOutputStream; writeObject[java.lang.Object]; void; org.apache.commons.collections.bag.UnmodifiableBag; writeObject[java.io.ObjectOutputStream]; void; null; out>
<java.io.ObjectInputStream; defaultReadObject[]; void; org.apache.commons.collections.bag.UnmodifiableBag; readObject[java.io.ObjectInputStream]; void; null; in>
<java.io.ObjectInputStream; readObject[]; java.lang.Object; org.apache.commons.collections.bag.UnmodifiableBag; readObject[java.io.ObjectInputStream]; void; null; in>
<org.apache.commons.collections.iterators.UnmodifiableIterator; decorate[java.util.Iterator]; java.util.Iterator; org.apache.commons.collections.bag.UnmodifiableBag; iterator[]; java.util.Iterator; null; UnmodifiableIterator>
<java.util.Collection; iterator[]; java.util.Iterator; org.apache.commons.collections.bag.UnmodifiableBag; iterator[]; java.util.Iterator; null; getCollection()>
