All Method Calls (2657)

<org.jgrapht.Graph; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; org.jgrapht.Graphs; addEdge[org.jgrapht.Graph<V,E>, V, V, double]; E; null; g>
<org.jgrapht.graph.AbstractBaseGraph$DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; incomingEdgesOf[V]; java.util.Set<E>; getUnmodifiableIncomingEdges[]; this>
<java.util.Set; size[]; int; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; outDegreeOf[V]; int; null; getEdgeContainer(vertex).outgoing>
<org.jgrapht.graph.AbstractBaseGraph$DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; outDegreeOf[V]; int; size[]; this>
<org.jgrapht.graph.AbstractBaseGraph$DirectedEdgeContainer; getUnmodifiableOutgoingEdges[]; java.util.Set<E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; outgoingEdgesOf[V]; java.util.Set<E>; null; getEdgeContainer(vertex)>
<org.jgrapht.graph.AbstractBaseGraph$DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; outgoingEdgesOf[V]; java.util.Set<E>; getUnmodifiableOutgoingEdges[]; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; this>
<org.jgrapht.graph.AbstractBaseGraph$DirectedEdgeContainer; removeOutgoingEdge[E]; void; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; getEdgeContainer(source)>
<org.jgrapht.graph.AbstractBaseGraph$DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; removeOutgoingEdge[E]; this>
<org.jgrapht.graph.AbstractBaseGraph$DirectedEdgeContainer; removeIncomingEdge[E]; void; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; getEdgeContainer(target)>
<org.jgrapht.graph.AbstractBaseGraph$DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; removeIncomingEdge[E]; this>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; null; this>
<java.util.Map; get[java.lang.Object]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; null; vertexMapDirected>
<java.util.Map; put[V, org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.DirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.DirectedEdgeContainer<V,E>; null; vertexMapDirected>
<org.jgrapht.graph.EdgeSetFactory; createEdgeSet[VV]; java.util.Set<EE>; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer; UndirectedEdgeContainer[org.jgrapht.graph.EdgeSetFactory<VV,EE>, VV]; void; null; edgeSetFactory>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends EE>]; java.util.Set<EE>; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer; getUnmodifiableVertexEdges[]; java.util.Set<EE>; null; Collections>
<java.util.Set; add[EE]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer; addEdge[EE]; void; null; vertexEdges>
<java.util.Set; size[]; int; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer; edgeCount[]; int; null; vertexEdges>
<java.util.Set; remove[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer; removeEdge[EE]; void; null; vertexEdges>
<java.util.Map; put[V, org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addVertex[V]; void; null; vertexMapUndirected>
<java.util.Map; keySet[]; java.util.Set<V>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getVertexSet[]; java.util.Set<V>; null; vertexMapUndirected>
<org.jgrapht.graph.AbstractBaseGraph; containsVertex[V]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; this>
<org.jgrapht.graph.AbstractBaseGraph; containsVertex[V]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; this>
<java.util.Set; iterator[]; java.util.Iterator<E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; getEdgeContainer(sourceVertex).vertexEdges>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; iter>
<java.util.Iterator; next[]; E; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; iter>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; sourceVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; targetVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; sourceVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; targetVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; this>
<java.util.Set; add[E]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getAllEdges[V, V]; java.util.Set<E>; null; edges>
<org.jgrapht.graph.AbstractBaseGraph; containsVertex[V]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; this>
<org.jgrapht.graph.AbstractBaseGraph; containsVertex[V]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; this>
<java.util.Set; iterator[]; java.util.Iterator<E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; getEdgeContainer(sourceVertex).vertexEdges>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; iterator[]; this>
<java.util.Iterator; hasNext[]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; iter>
<java.util.Iterator; next[]; E; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; iter>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; sourceVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; targetVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; sourceVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; targetVertex>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdge[V, V]; E; null; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; null; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; null; this>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedEdgeContainer; addEdge[E]; void; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; null; getEdgeContainer(source)>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; addEdge[E]; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; null; source>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedEdgeContainer; addEdge[E]; void; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; null; getEdgeContainer(target)>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; addEdgeToTouchingVertices[E]; void; addEdge[E]; this>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; degreeOf[V]; int; null; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; degreeOf[V]; int; null; getEdgeSource(e)>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; degreeOf[V]; int; equals[java.lang.Object]; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; degreeOf[V]; int; null; this>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedEdgeContainer; edgeCount[]; int; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; degreeOf[V]; int; null; getEdgeContainer(vertex)>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; degreeOf[V]; int; edgeCount[]; this>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedEdgeContainer; getUnmodifiableVertexEdges[]; java.util.Set<E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; edgesOf[V]; java.util.Set<E>; null; getEdgeContainer(vertex)>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; edgesOf[V]; java.util.Set<E>; getUnmodifiableVertexEdges[]; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeSource[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; this>
<org.jgrapht.graph.AbstractBaseGraph; getEdgeTarget[E]; V; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; this>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedEdgeContainer; removeEdge[E]; void; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; getEdgeContainer(source)>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; removeEdge[E]; this>
<java.lang.Object; equals[java.lang.Object]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; source>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedEdgeContainer; removeEdge[E]; void; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; null; getEdgeContainer(target)>
<org.jgrapht.graph.AbstractBaseGraph$UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; removeEdgeFromTouchingVertices[E]; void; removeEdge[E]; this>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; null; this>
<java.util.Map; get[java.lang.Object]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; null; vertexMapUndirected>
<java.util.Map; put[V, org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; org.jgrapht.graph.AbstractBaseGraph.UndirectedSpecifics; getEdgeContainer[V]; org.jgrapht.graph.AbstractBaseGraph.UndirectedEdgeContainer<V,E>; null; vertexMapUndirected>
<java.lang.Class; newInstance[]; ; org.jgrapht.graph.ClassBasedVertexFactory; createVertex[]; V; null; this.vertexClass>
<java.util.Map; put[E, java.lang.Double]; java.lang.Double; org.jgrapht.graph.AsWeightedGraph; setEdgeWeight[E, double]; void; null; weightMap>
<java.util.Map; containsKey[java.lang.Object]; boolean; org.jgrapht.graph.AsWeightedGraph; getEdgeWeight[E]; double; null; weightMap>
<java.util.Map; get[java.lang.Object]; java.lang.Double; org.jgrapht.graph.AsWeightedGraph; getEdgeWeight[E]; double; null; weightMap>
<org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; inDegreeOf[V]; int; null; this>
<java.util.Set; size[]; int; org.jgrapht.graph.DirectedGraphUnion; inDegreeOf[V]; int; null; res>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; getG1()>
<org.jgrapht.graph.GraphUnion; getG1[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; containsVertex[V]; this>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; res>
<org.jgrapht.DirectedGraph; incomingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; getG1()>
<org.jgrapht.graph.GraphUnion; getG1[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; incomingEdgesOf[V]; this>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; getG2()>
<org.jgrapht.graph.GraphUnion; getG2[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; containsVertex[V]; this>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; res>
<org.jgrapht.DirectedGraph; incomingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; getG2()>
<org.jgrapht.graph.GraphUnion; getG2[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; incomingEdgesOf[V]; this>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends E>]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; incomingEdgesOf[V]; java.util.Set<E>; null; Collections>
<org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; outDegreeOf[V]; int; null; this>
<java.util.Set; size[]; int; org.jgrapht.graph.DirectedGraphUnion; outDegreeOf[V]; int; null; res>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; getG1()>
<org.jgrapht.graph.GraphUnion; getG1[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; containsVertex[V]; this>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; res>
<org.jgrapht.DirectedGraph; outgoingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; getG1()>
<org.jgrapht.graph.GraphUnion; getG1[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; outgoingEdgesOf[V]; this>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; getG2()>
<org.jgrapht.graph.GraphUnion; getG2[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; containsVertex[V]; this>
<java.util.Set; addAll[java.util.Collection<? extends E>]; boolean; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; res>
<org.jgrapht.DirectedGraph; outgoingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; getG2()>
<org.jgrapht.graph.GraphUnion; getG2[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; outgoingEdgesOf[V]; this>
<java.util.Collections; unmodifiableSet[java.util.Set<? extends E>]; java.util.Set<E>; org.jgrapht.graph.DirectedGraphUnion; outgoingEdgesOf[V]; java.util.Set<E>; null; Collections>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.DirectedSubgraph; inDegreeOf[V]; int; null; this>
<org.jgrapht.DirectedGraph; incomingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedSubgraph; inDegreeOf[V]; int; null; getBase()>
<org.jgrapht.graph.Subgraph; getBase[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedSubgraph; inDegreeOf[V]; int; incomingEdgesOf[V]; this>
<org.jgrapht.graph.Subgraph; containsEdge[E]; boolean; org.jgrapht.graph.DirectedSubgraph; inDegreeOf[V]; int; null; this>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.DirectedSubgraph; incomingEdgesOf[V]; java.util.Set<E>; null; this>
<org.jgrapht.DirectedGraph; incomingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedSubgraph; incomingEdgesOf[V]; java.util.Set<E>; null; getBase()>
<org.jgrapht.graph.Subgraph; getBase[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedSubgraph; incomingEdgesOf[V]; java.util.Set<E>; incomingEdgesOf[V]; this>
<org.jgrapht.graph.Subgraph; containsEdge[E]; boolean; org.jgrapht.graph.DirectedSubgraph; incomingEdgesOf[V]; java.util.Set<E>; null; this>
<java.util.Set; add[E]; boolean; org.jgrapht.graph.DirectedSubgraph; incomingEdgesOf[V]; java.util.Set<E>; null; edges>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.DirectedSubgraph; outDegreeOf[V]; int; null; this>
<org.jgrapht.DirectedGraph; outgoingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedSubgraph; outDegreeOf[V]; int; null; getBase()>
<org.jgrapht.graph.Subgraph; getBase[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedSubgraph; outDegreeOf[V]; int; outgoingEdgesOf[V]; this>
<org.jgrapht.graph.Subgraph; containsEdge[E]; boolean; org.jgrapht.graph.DirectedSubgraph; outDegreeOf[V]; int; null; this>
<org.jgrapht.graph.AbstractGraph; assertVertexExist[V]; boolean; org.jgrapht.graph.DirectedSubgraph; outgoingEdgesOf[V]; java.util.Set<E>; null; this>
<org.jgrapht.DirectedGraph; outgoingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.DirectedSubgraph; outgoingEdgesOf[V]; java.util.Set<E>; null; getBase()>
<org.jgrapht.graph.Subgraph; getBase[]; org.jgrapht.DirectedGraph<V,E>; org.jgrapht.graph.DirectedSubgraph; outgoingEdgesOf[V]; java.util.Set<E>; outgoingEdgesOf[V]; this>
<org.jgrapht.graph.Subgraph; containsEdge[E]; boolean; org.jgrapht.graph.DirectedSubgraph; outgoingEdgesOf[V]; java.util.Set<E>; null; this>
<java.util.Set; add[E]; boolean; org.jgrapht.graph.DirectedSubgraph; outgoingEdgesOf[V]; java.util.Set<E>; null; edges>
<org.jgrapht.Graph; getAllEdges[V, V]; java.util.Set<E>; org.jgrapht.graph.GraphDelegator; getAllEdges[V, V]; java.util.Set<E>; null; delegate>
<org.jgrapht.Graph; getEdge[V, V]; E; org.jgrapht.graph.GraphDelegator; getEdge[V, V]; E; null; delegate>
<org.jgrapht.Graph; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; org.jgrapht.graph.GraphDelegator; getEdgeFactory[]; org.jgrapht.EdgeFactory<V,E>; null; delegate>
<org.jgrapht.Graph; addEdge[V, V]; E; org.jgrapht.graph.GraphDelegator; addEdge[V, V]; E; null; delegate>
<org.jgrapht.Graph; addEdge[V, V, E]; boolean; org.jgrapht.graph.GraphDelegator; addEdge[V, V, E]; boolean; null; delegate>
<org.jgrapht.Graph; addVertex[V]; boolean; org.jgrapht.graph.GraphDelegator; addVertex[V]; boolean; null; delegate>
<org.jgrapht.Graph; containsEdge[E]; boolean; org.jgrapht.graph.GraphDelegator; containsEdge[E]; boolean; null; delegate>
<org.jgrapht.Graph; containsVertex[V]; boolean; org.jgrapht.graph.GraphDelegator; containsVertex[V]; boolean; null; delegate>
<org.jgrapht.UndirectedGraph; degreeOf[V]; int; org.jgrapht.graph.GraphDelegator; degreeOf[V]; int; null; ((UndirectedGraph<V,E>)delegate)>
<org.jgrapht.Graph; edgeSet[]; java.util.Set<E>; org.jgrapht.graph.GraphDelegator; edgeSet[]; java.util.Set<E>; null; delegate>
<org.jgrapht.Graph; edgesOf[V]; java.util.Set<E>; org.jgrapht.graph.GraphDelegator; edgesOf[V]; java.util.Set<E>; null; delegate>
<org.jgrapht.DirectedGraph; inDegreeOf[V]; int; org.jgrapht.graph.GraphDelegator; inDegreeOf[V]; int; null; ((DirectedGraph<V,? extends E>)delegate)>
<org.jgrapht.DirectedGraph; incomingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.GraphDelegator; incomingEdgesOf[V]; java.util.Set<E>; null; ((DirectedGraph<V,E>)delegate)>
<org.jgrapht.DirectedGraph; outDegreeOf[V]; int; org.jgrapht.graph.GraphDelegator; outDegreeOf[V]; int; null; ((DirectedGraph<V,? extends E>)delegate)>
<org.jgrapht.DirectedGraph; outgoingEdgesOf[V]; java.util.Set<E>; org.jgrapht.graph.GraphDelegator; outgoingEdgesOf[V]; java.util.Set<E>; null; ((DirectedGraph<V,E>)delegate)>
<org.jgrapht.Graph; removeEdge[E]; boolean; org.jgrapht.graph.GraphDelegator; removeEdge[E]; boolean; null; delegate>
<org.jgrapht.Graph; removeEdge[V, V]; E; org.jgrapht.graph.GraphDelegator; removeEdge[V, V]; E; null; delegate>
<org.jgrapht.Graph; removeVertex[V]; boolean; org.jgrapht.graph.GraphDelegator; removeVertex[V]; boolean; null; delegate>
<java.lang.Object; toString[]; java.lang.String; org.jgrapht.graph.GraphDelegator; toString[]; java.lang.String; null; delegate>
<org.jgrapht.Graph; vertexSet[]; java.util.Set<V>; org.jgrapht.graph.GraphDelegator; vertexSet[]; java.util.Set<V>; null; delegate>
