All Method Calls (14894)

<net.sourceforge.pmd.RuleReference; isSame[java.lang.String, java.lang.String]; boolean; net.sourceforge.pmd.RuleReference; setName[java.lang.String]; void; null; this>
<net.sourceforge.pmd.CommonAbstractRule; getStringProperty[java.lang.String]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; this>
<java.io.LineNumberReader; readLine[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; reader>
<java.util.Set; add[java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; exceptions>
<java.lang.Throwable; printStackTrace[]; void; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; ioe>
<java.io.BufferedReader; close[]; void; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; reader>
<java.lang.Throwable; printStackTrace[]; void; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; ioe>
<net.sourceforge.pmd.CommonAbstractRule; getIntProperty[java.lang.String]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; this>
<java.util.Map; keySet[]; java.util.Set<java.lang.String>; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; literals>
<java.util.Map; get[java.lang.Object]; java.util.List<net.sourceforge.pmd.ast.ASTLiteral>; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; literals>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; occurrences>
<java.lang.Integer; valueOf[int]; java.lang.Integer; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; Integer>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; occurrences>
<java.lang.Integer; valueOf[int]; java.lang.Integer; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; Integer>
<net.sourceforge.pmd.ast.SimpleNode; getBeginLine[]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; occurrences.get(0)>
<java.util.List; get[int]; net.sourceforge.pmd.ast.ASTLiteral; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; getBeginLine[]; occurrences>
<net.sourceforge.pmd.AbstractJavaRule; addViolation[java.lang.Object, net.sourceforge.pmd.ast.Node, java.lang.Object[]]; void; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; this>
<java.util.List; get[int]; net.sourceforge.pmd.ast.ASTLiteral; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTCompilationUnit, java.lang.Object]; java.lang.Object; null; occurrences>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node>
<java.lang.String; indexOf[int]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node.getImage()>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; indexOf[int]; node>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node.getImage()>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; length[]; node>
<java.util.Set; contains[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; exceptions>
<java.lang.String; substring[int, int]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node.getImage()>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; substring[int, int]; node>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node.getImage()>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; length[]; node>
<net.sourceforge.pmd.CommonAbstractRule; getBooleanProperty[net.sourceforge.pmd.PropertyDescriptor]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTAnnotation>]; net.sourceforge.pmd.ast.ASTAnnotation; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node>
<java.util.Map; containsKey[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; literals>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node>
<java.util.Map; get[java.lang.Object]; java.util.List<net.sourceforge.pmd.ast.ASTLiteral>; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; literals>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node>
<java.util.List; add[net.sourceforge.pmd.ast.ASTLiteral]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; occurrences>
<java.util.List; add[net.sourceforge.pmd.ast.ASTLiteral]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; occurrences>
<java.util.Map; put[java.lang.String, java.util.List<net.sourceforge.pmd.ast.ASTLiteral>]; java.util.List<net.sourceforge.pmd.ast.ASTLiteral>; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; literals>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; visit[net.sourceforge.pmd.ast.ASTLiteral, java.lang.Object]; java.lang.Object; null; node>
<java.util.Set; add[java.lang.Class<? extends net.sourceforge.pmd.ast.SimpleNode>]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; propertiesByName[]; java.util.Map<java.lang.String,net.sourceforge.pmd.PropertyDescriptor>; null; blockParents>
<java.util.Set; add[java.lang.Class<? extends net.sourceforge.pmd.ast.SimpleNode>]; boolean; net.sourceforge.pmd.rules.strings.AvoidDuplicateLiteralsRule; propertiesByName[]; java.util.Map<java.lang.String,net.sourceforge.pmd.PropertyDescriptor>; null; blockParents>
<net.sourceforge.pmd.typeresolution.TypeHelper; isA[net.sourceforge.pmd.symboltable.VariableNameDeclaration, java.lang.Class]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; TypeHelper>
<net.sourceforge.pmd.ast.ASTVariableDeclaratorId; getNameDeclaration[]; net.sourceforge.pmd.symboltable.VariableNameDeclaration; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; node>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.ASTVariableDeclaratorId; getUsages[]; java.util.List<net.sourceforge.pmd.symboltable.NameOccurrence>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; node>
<java.util.List; size[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; usage>
<java.util.List; get[int]; net.sourceforge.pmd.symboltable.NameOccurrence; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; usage>
<net.sourceforge.pmd.symboltable.NameOccurrence; getLocation[]; net.sourceforge.pmd.ast.SimpleNode; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; no>
<net.sourceforge.pmd.rules.strings.InefficientStringBuffering; isInStringBufferOperation[net.sourceforge.pmd.ast.SimpleNode, int, java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; InefficientStringBuffering>
<net.sourceforge.pmd.symboltable.NameOccurrence; isOnLeftHandSide[]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; no>
<net.sourceforge.pmd.rules.strings.InefficientStringBuffering; isInStringBufferOperation[net.sourceforge.pmd.ast.SimpleNode, int, java.lang.String]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; InefficientStringBuffering>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<java.lang.String; valueOf[int]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; String>
<java.lang.String; valueOf[int]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; String>
<net.sourceforge.pmd.AbstractJavaRule; addViolation[java.lang.Object, net.sourceforge.pmd.ast.Node, java.lang.Object[]]; void; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getConstructorLength[net.sourceforge.pmd.ast.SimpleNode, int]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getInitialLength[net.sourceforge.pmd.ast.SimpleNode]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTPrimaryExpression>]; net.sourceforge.pmd.ast.ASTPrimaryExpression; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; n>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; s>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; s>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; sn>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; getFirstParentBlock[net.sourceforge.pmd.ast.Node]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isAdditive[net.sourceforge.pmd.ast.SimpleNode]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<java.lang.String; valueOf[int]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; String>
<java.lang.String; valueOf[int]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; String>
<net.sourceforge.pmd.AbstractJavaRule; addViolation[java.lang.Object, net.sourceforge.pmd.ast.Node, java.lang.Object[]]; void; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; visit[net.sourceforge.pmd.ast.ASTVariableDeclaratorId, java.lang.Object]; java.lang.Object; null; this>
<net.sourceforge.pmd.ast.Node; jjtGetParent[]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; block>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; ASTIfStatement.class>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; block.jjtGetParent()>
<net.sourceforge.pmd.ast.Node; jjtGetParent[]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; getClass[]; block>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTIfStatement>]; net.sourceforge.pmd.ast.ASTIfStatement; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; ((SimpleNode)statement)>
<java.lang.Object; equals[java.lang.Object]; boolean; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; possibleStatement.getClass()>
<java.lang.Object; getClass[]; java.lang.Class<? extends net.sourceforge.pmd.ast.Node>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; equals[java.lang.Object]; possibleStatement>
<net.sourceforge.pmd.ast.SimpleNode; getFirstParentOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTIfStatement>]; net.sourceforge.pmd.ast.ASTIfStatement; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; ((SimpleNode)possibleStatement)>
<java.util.Map; get[java.lang.Object]; java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; blocks>
<java.util.Map; put[net.sourceforge.pmd.ast.Node, java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>]; java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; blocks>
<java.util.Map; get[java.lang.Object]; java.lang.Integer; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; thisBranch>
<java.util.Map; put[net.sourceforge.pmd.ast.Node, java.lang.Integer]; java.lang.Integer; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; storeBlockStatistics[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>, int, net.sourceforge.pmd.ast.Node]; void; null; thisBranch>
<java.util.Map; entrySet[]; java.util.Set<java.util.Map.Entry<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; null; blocks>
<java.util.Map; entrySet[]; java.util.Set<java.util.Map.Entry<net.sourceforge.pmd.ast.Node,java.lang.Integer>>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; null; entry.getValue()>
<java.util.Map$Entry; getValue[]; java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; entrySet[]; entry>
<java.util.Map$Entry; getValue[]; java.lang.Integer; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; null; entry2>
<java.lang.Math; max[int, int]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; null; Math>
<java.lang.Integer; intValue[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processBlocks[java.util.Map<net.sourceforge.pmd.ast.Node,java.util.Map<net.sourceforge.pmd.ast.Node,java.lang.Integer>>]; int; null; value>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTAdditiveExpression>]; net.sourceforge.pmd.ast.ASTAdditiveExpression; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; null; sn>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; null; additive>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetChild[int]; net.sourceforge.pmd.ast.Node; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; null; additive>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTLiteral>]; net.sourceforge.pmd.ast.ASTLiteral; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; null; childNode>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; null; literal>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; null; literal.getImage()>
<net.sourceforge.pmd.ast.SimpleNode; getImage[]; java.lang.String; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processAdditive[net.sourceforge.pmd.ast.SimpleNode]; int; length[]; literal>
<java.lang.String; length[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isLiteral[java.lang.String]; boolean; null; str>
<java.lang.String; charAt[int]; char; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; isLiteral[java.lang.String]; boolean; null; str>
<net.sourceforge.pmd.ast.SimpleNode; getFirstChildOfType[java.lang.Class<net.sourceforge.pmd.ast.ASTPrimaryPrefix>]; net.sourceforge.pmd.ast.ASTPrimaryPrefix; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; sn>
<net.sourceforge.pmd.ast.SimpleNode; jjtGetNumChildren[]; int; net.sourceforge.pmd.rules.strings.InsufficientStringBufferDeclaration; processNode[net.sourceforge.pmd.ast.SimpleNode]; int; null; xn>
