All Method Calls (17933)

<java.awt.event.ActionEvent; getActionCommand[]; java.lang.String; org.jext.actions.CreateTemplate; actionPerformed[java.awt.event.ActionEvent]; void; null; evt>
<org.jext.dawn.DawnUtilities; unescape[java.lang.String]; java.lang.String; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; DawnUtilities>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnParser; createOnFlyFunction[java.lang.String]; org.jext.dawn.Function; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Hashtable; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser.getVariables()>
<org.jext.dawn.DawnParser; getVariables[]; java.util.Hashtable; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; put[java.lang.Object, java.lang.Object]; parser>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; function>
<java.util.Hashtable; remove[java.lang.Object]; java.lang.Object; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser.getVariables()>
<org.jext.dawn.DawnParser; getVariables[]; java.util.Hashtable; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; remove[java.lang.Object]; parser>
<java.util.Hashtable; put[java.lang.Object, java.lang.Object]; java.lang.Object; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser.getVariables()>
<org.jext.dawn.DawnParser; getVariables[]; java.util.Hashtable; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; put[java.lang.Object, java.lang.Object]; parser>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; function>
<java.util.Hashtable; remove[java.lang.Object]; java.lang.Object; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser.getVariables()>
<org.jext.dawn.DawnParser; getVariables[]; java.util.Hashtable; org.jext.dawn.loop.ForFunction; invoke[org.jext.dawn.DawnParser]; void; remove[java.lang.Object]; parser>
<org.jext.dawn.DawnParser; getStream[]; java.io.StreamTokenizer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.io.StreamTokenizer; nextToken[]; int; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; st>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnUtilities; unescape[java.lang.String]; java.lang.String; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; DawnUtilities>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnParser; createOnFlyFunction[java.lang.String]; org.jext.dawn.Function; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; function>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.io.StreamTokenizer; nextToken[]; int; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; st>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnUtilities; unescape[java.lang.String]; java.lang.String; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; DawnUtilities>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnParser; createOnFlyFunction[java.lang.String]; org.jext.dawn.Function; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; whileFunction>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; function>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.loop.WhileFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getStream[]; java.io.StreamTokenizer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.io.StreamTokenizer; nextToken[]; int; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; st>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnUtilities; unescape[java.lang.String]; java.lang.String; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; DawnUtilities>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnParser; createOnFlyFunction[java.lang.String]; org.jext.dawn.Function; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.io.StreamTokenizer; nextToken[]; int; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; st>
<java.lang.StringBuffer; append[char]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.String; equals[java.lang.Object]; boolean; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; st.sval>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnUtilities; unescape[java.lang.String]; java.lang.String; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; DawnUtilities>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; append[java.lang.String]; java.lang.StringBuffer; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<java.lang.StringBuffer; toString[]; java.lang.String; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; buf>
<org.jext.dawn.DawnParser; createOnFlyFunction[java.lang.String]; org.jext.dawn.Function; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; function>
<org.jext.dawn.Function; invoke[org.jext.dawn.DawnParser]; void; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; untilFunction>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.loop.DoLoopFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pushNumber[double]; void; org.jext.dawn.stack.DepthFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Vector; size[]; int; org.jext.dawn.stack.DepthFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser.getStack()>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.DepthFunction; invoke[org.jext.dawn.DawnParser]; void; size[]; parser>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.ReverseFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.ReverseFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Vector; size[]; int; org.jext.dawn.stack.ReverseFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; elementAt[int]; java.lang.Object; org.jext.dawn.stack.ReverseFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; removeAllElements[]; void; org.jext.dawn.stack.ReverseFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; addElement[java.lang.Object]; void; org.jext.dawn.stack.ReverseFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Stack; push[java.lang.Object]; java.lang.Object; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; elementAt[int]; java.lang.Object; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.DupnFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.DupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; push[java.lang.Object]; void; org.jext.dawn.stack.DupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; peek[]; java.lang.Object; org.jext.dawn.stack.DupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.SwapFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pop[]; java.lang.Object; org.jext.dawn.stack.SwapFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pop[]; java.lang.Object; org.jext.dawn.stack.SwapFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; push[java.lang.Object]; void; org.jext.dawn.stack.SwapFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; push[java.lang.Object]; void; org.jext.dawn.stack.SwapFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.SetFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popString[]; java.lang.String; org.jext.dawn.stack.SetFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkVarName[org.jext.dawn.Function, java.lang.String]; void; org.jext.dawn.stack.SetFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; setVariable[java.lang.String, java.lang.Object]; void; org.jext.dawn.stack.SetFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pop[]; java.lang.Object; org.jext.dawn.stack.SetFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkLevel[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Vector; elementAt[int]; java.lang.Object; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; elementAt[int]; java.lang.Object; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; setElementAt[java.lang.Object, int]; void; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.RollFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.DropFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pop[]; java.lang.Object; org.jext.dawn.stack.DropFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.StoFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popString[]; java.lang.String; org.jext.dawn.stack.StoFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkVarName[org.jext.dawn.Function, java.lang.String]; void; org.jext.dawn.stack.StoFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; setGlobalVariable[java.lang.String, java.lang.Object]; void; org.jext.dawn.stack.StoFunction; invoke[org.jext.dawn.DawnParser]; void; null; DawnParser>
<org.jext.dawn.DawnParser; pop[]; java.lang.Object; org.jext.dawn.stack.StoFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Vector; removeAllElements[]; void; org.jext.dawn.stack.ClearFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser.getStack()>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.ClearFunction; invoke[org.jext.dawn.DawnParser]; void; removeAllElements[]; parser>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Stack; push[java.lang.Object]; java.lang.Object; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; elementAt[int]; java.lang.Object; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.PickFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.NDupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.stack.NDupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; push[java.lang.Object]; void; org.jext.dawn.stack.NDupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; peek[]; java.lang.Object; org.jext.dawn.stack.NDupFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkLevel[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getStack[]; java.util.Stack; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.util.Vector; lastElement[]; java.lang.Object; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; elementAt[int]; java.lang.Object; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; setElementAt[java.lang.Object, int]; void; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<java.util.Vector; size[]; int; org.jext.dawn.stack.RollDownFunction; invoke[org.jext.dawn.DawnParser]; void; null; stack>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.DropnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popNumber[]; double; org.jext.dawn.stack.DropnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkArgsNumber[org.jext.dawn.Function, int]; void; org.jext.dawn.stack.DropnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pop[]; java.lang.Object; org.jext.dawn.stack.DropnFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkEmpty[org.jext.dawn.Function]; void; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; popString[]; java.lang.String; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; checkVarName[org.jext.dawn.Function, java.lang.String]; void; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; getVariable[java.lang.String]; java.lang.Object; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pushNumber[double]; void; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.lang.Double; doubleValue[]; double; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; ((Double)obj)>
<org.jext.dawn.DawnParser; pushArray[java.util.Vector]; void; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.lang.Object; toString[]; java.lang.String; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; obj>
<java.lang.String; length[]; int; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; str>
<java.lang.String; startsWith[java.lang.String]; boolean; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; str>
<java.lang.String; endsWith[java.lang.String]; boolean; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; str>
<java.lang.String; substring[int, int]; java.lang.String; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; str>
<java.lang.String; length[]; int; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; str>
<org.jext.dawn.DawnParser; pushString[java.lang.String]; void; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<org.jext.dawn.DawnParser; pushString[java.lang.String]; void; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; parser>
<java.lang.Object; toString[]; java.lang.String; org.jext.dawn.stack.RclFunction; invoke[org.jext.dawn.DawnParser]; void; null; obj>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte, boolean]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.SyntaxUtilities; regionMatches[boolean, javax.swing.text.Segment, int, java.lang.String]; boolean; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; SyntaxUtilities>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
<org.gjt.sp.jedit.syntax.PHPTokenMarker; addToken[int, byte]; void; org.gjt.sp.jedit.syntax.PHPTokenMarker; markTokensImpl[byte, javax.swing.text.Segment, int]; byte; null; this>
